"Employment Income Statistics in 2010 (7), Sex (3), Work Activity in 2010 (3), Highest Certificate, Diploma or Degree (6) and Occupation - National Occupational Classification (NOC) 2011 (693) for the Population Aged 15 Years and Over in Private Households of Canada, Provinces and Territories, 2011 National Household Survey"
"Geography = Canada [1]"
"Global non-response rate (GNR) [2] =  26.1 %"
"Sex (3) =   Male"
"Work activity in 2010 (3) = Total - Work activity in 2010"
"Highest certificate, diploma or degree (6) = Total - Highest certificate, diploma or degree [3]"
"Occupation - National Occupational Classification (NOC) 2011 (693)","Total - Employment income statistics in 2010 [4]","  With employment income","    Median employment income [5]","    Average employment income [6]","  With wages and salaries","    Median wages and salaries [7]","    Average wages and salaries [8]", 
"        941 Machine operators and related workers in mineral and metal products processing and manufacturing",55305,52360,40060,42480,51390,40233,42837 
"          9411 Machine operators, mineral and metal processing",8575,8135,56146,57992,8095,57192,58257 
"          9412 Foundry workers",4130,3890,45606,47463,3915,45832,47577 
"          9413 Glass forming and finishing machine operators and glass cutters",3055,2920,31287,32861,2825,31349,32899 
"          9414 Concrete, clay and stone forming operators",6355,5965,33169,35125,5630,34030,35903 
"          9415 Inspectors and testers, mineral and metal processing",2700,2600,47749,47857,2570,48190,48083 
"          9416 Metalworking and forging machine operators",15130,14315,37777,38630,14035,38207,38826 
"          9417 Machining tool operators",9515,9020,40144,40927,8905,40358,41215 
"          9418 Other metal products machine operators",5840,5515,36892,39137,5415,37003,39320 
"        942 Machine operators and related workers in chemical, plastic and rubber processing",26875,25300,39174,40748,25095,39267,40922 
"          9421 Chemical plant machine operators",6605,6200,43260,46216,6155,43699,46579 
"          9422 Plastics processing machine operators",14045,13240,35142,37075,13105,35161,37178 
"          9423 Rubber processing machine operators and related workers",6225,5865,42691,43261,5835,42985,43361 
"        943 Machine operators and related workers in pulp and paper production and wood processing and manufacturing",34415,32300,40554,43417,31225,41416,44416 
"          9431 Sawmill machine operators",9170,8555,35060,37312,8025,36812,39106 
"          9432 Pulp mill machine operators",2550,2420,71156,68173,2410,71864,68273 
"          9433 Papermaking and finishing machine operators",2950,2875,59914,58468,2875,59910,58479 
"          9434 Other wood processing machine operators",4700,4395,40190,42278,4305,41032,43289 
"          9435 Paper converting machine operators",6420,6025,44906,45172,5965,45055,45407 
"          9436 Lumber graders and other wood processing inspectors and graders",3880,3680,40094,43142,3575,40877,43503 
"          9437 Woodworking machine operators",4740,4350,30071,30642,4070,30483,31360 
"        944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",9220,8405,28306,29509,7825,29465,30541 
"          9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",1980,1790,30512,31928,1735,31129,32442 
"          9442 Weavers, knitters and other fabric making occupations",1660,1525,29457,30394,1440,30290,31504 
"          9445 Fabric, fur and leather cutters",1825,1675,28052,26631,1565,28697,27853 
"          9446 Industrial sewing machine operators",2380,2145,22199,25745,1855,23184,26985 
"          9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",1375,1265,34613,35205,1235,34681,35505 
"        946 Machine operators and related workers in food, beverage and associated products processing",42390,39575,34141,35003,38860,34418,35337 
"          9461 Process control and machine operators, food, beverage and associated products processing",23990,22645,39704,40886,22280,39899,41325 
"          9462 Industrial butchers and meat cutters, poultry preparers and related workers",10130,9155,33237,32131,8920,33625,32608 
"          9463 Fish and seafood plant workers",6225,5830,11543,15492,5765,11457,15162 
"          9465 Testers and graders, food, beverage and associated products processing",2045,1945,36854,38568,1890,37935,39178 
"        947 Printing equipment operators and related occupations",19900,18780,37980,38659,18145,38737,39206 
"          9471 Plateless printing equipment operators",9805,9240,38547,39220,8905,39416,39913 
"          9472 Camera, platemaking and other prepress occupations",3310,3135,45224,45792,3065,46331,46391 
"          9473 Binding and finishing machine operators",4715,4480,35510,34767,4350,36102,35444 
"          9474 Photographic and film processors",2065,1925,25016,33394,1830,24664,32659 
"      95 Assemblers in manufacturing",154400,144530,35017,38523,140040,35681,39154 
"        952 Mechanical, electrical and electronics assemblers",83060,78240,42194,44648,77145,42574,45011 
"          9521 Aircraft assemblers and aircraft assembly inspectors",6185,5855,61695,57856,5815,61912,58112 
"          9522 Motor vehicle assemblers, inspectors and testers",47805,44930,47805,48501,44440,48105,48849 
"          9523 Electronics assemblers, fabricators, inspectors and testers",8935,8370,29963,31506,8260,30029,31678 
"          9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",8135,7680,34197,35737,7440,34474,36253 
"          9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",2400,2330,39302,40335,2280,39366,40803 
"          9526 Mechanical assemblers and inspectors",7820,7360,37549,37719,7220,37620,38043 
"          9527 Machine operators and inspectors, electrical apparatus manufacturing",1775,1715,38843,38230,1695,39837,38208 
"        953 Other assembly and related occupations",71340,66290,29956,31292,62890,30437,31970 
"          9531 Boat assemblers and inspectors",2375,2215,28682,31913,1975,30021,33714 
"          9532 Furniture and fixture assemblers and inspectors",17560,16085,27006,26873,15045,27635,27384 
"          9533 Other wood products assemblers and inspectors",10695,10095,28930,30552,9750,29148,30882 
"          9534 Furniture finishers and refinishers",6915,6450,30453,30925,5725,32109,32613 
"          9535 Plastic products assemblers, finishers and inspectors",5725,5335,30782,31479,5210,31709,31986 
"          9536 Industrial painters, coaters and metal finishing process operators",13290,12375,37066,39293,12070,37554,39581 
"          9537 Other products assemblers, finishers and inspectors",14780,13725,28782,29801,13115,29566,30484 
"      96 Labourers in processing, manufacturing and utilities",140400,128860,26429,29899,126735,26755,30087 
"        961 Labourers in processing, manufacturing and utilities",140400,128860,26429,29899,126735,26755,30087 
"          9611 Labourers in mineral and metal processing",9310,8725,42685,43212,8560,43414,43670 
"          9612 Labourers in metal fabrication",9855,9080,30813,33086,8920,30566,33239 
"          9613 Labourers in chemical products processing and utilities",8780,8210,28572,33335,8070,28730,33612 
"          9614 Labourers in wood, pulp and paper processing",20350,19155,30832,34912,18880,31288,35079 
"          9615 Labourers in rubber and plastic products manufacturing",8090,7495,28866,30851,7420,29040,30993 
"          9616 Labourers in textile processing",1440,1320,25931,28561,1310,26116,28699 
"          9617 Labourers in food, beverage and associated products processing",36280,33320,27307,28249,32890,27426,28351 
"          9618 Labourers in fish and seafood processing",3965,3770,11270,14458,3710,11266,14412 
"          9619 Other labourers in processing, manufacturing and utilities",42330,37780,21214,25624,36970,21528,25845 
"Note"
"[1] Excludes National Household Survey data for one or more incompletely enumerated Indian reserves or Indian settlements."
"[2] For the 2011 National Household Survey (NHS) estimates, the global non-response rate (GNR) is used as an indicator of data quality. This indicator combines complete non-response (household) and partial non-response (question) into a single rate. The value of the GNR is presented to users. A smaller GNR indicates a lower risk of non-response bias and as a result, lower risk of inaccuracy. The threshold used for estimates' suppression is a GNR of 50% or more. For more information, please refer to the National Household Survey User Guide, 2011."
"[3] 'Highest certificate, diploma or degree' refers to the highest certificate, diploma or degree completed based on a hierarchy which is generally related to the amount of time spent 'in-class.' For postsecondary completers, a university education is considered to be a higher level of schooling than a college education, while a college education is considered to be a higher level of education than in the trades. Although some trades requirements may take as long or longer to complete than a given college or university program, the majority of time is spent in on-the-job paid training and less time is spent in the classroom.   For further definitions, refer to the National Household Survey Dictionary, Catalogue no. 99-000-X. For any comments on collection, dissemination or data quality for this variable, refer to the Education Reference Guide, National Household Survey, Catalogue no. 99-012-X2011006.   "
"[4] Earnings or employment income - Refers to total income received by persons aged 15 years and over during calendar year 2010 as wages and salaries, net income from a non-farm unincorporated business and/or professional practice, and/or net farm self-employment income.   Wages and salaries - Refers to gross wages and salaries before deductions for such items as income tax, pensions and Employment Insurance. Included in this source are military pay and allowances, tips, commissions and cash bonuses, benefits from wage-loss replacement plans or income-maintenance insurance plans, supplementary unemployment benefits from an employer or union as well as all types of casual earnings during calendar year 2010. Other employment income such as taxable benefits, research grants and royalties are included.    Net non-farm income from unincorporated business and/or professional practice - Refers to net income (gross receipts minus expenses of operation such as wages, rents and depreciation) received during calendar year 2010 from the respondent's non-farm unincorporated business or professional practice. In the case of partnerships, only the respondent's share was reported. Also included is net income from persons babysitting in their own homes, persons providing room and board to non-relatives, self-employed fishers, hunters and trappers, operators of direct distributorships such as those selling and delivering cosmetics, as well as freelance activities of artists, writers, music teachers, hairdressers, dressmakers, etc.    Net farm income - Refers to net income (gross receipts from farm sales minus depreciation and cost of operation) received during calendar year 2010 from the operation of a farm, either on the respondent's own account or in partnership. In the case of partnerships, only the respondent's share of income was reported. Included with gross receipts are cash advances received in 2010, dividends from cooperatives, rebates and farm-support payments to farmers from federal, provincial and regional agricultural programs (for example, milk subsidies and marketing board payments) and gross insurance proceeds  such as payments from the AgriInvest and AgriStability programs. The value of income 'in kind,' such as agricultural products produced and consumed on the farm, is excluded.    Median income of individuals - The median income of a specified group of income recipients is that amount which divides their income size distribution, ranked by size of income, into two halves, i.e.,  the incomes of the first half of individuals are below the median, while those of the second half are above the median. Median income is calculated from the unrounded number of individuals (e.g., males aged 45 to 54) with income in that group.   Average income of individuals - Average income of individuals refers to the weighted mean total income of individuals aged 15 years and over who reported income for 2010. Average income is calculated from unrounded data by dividing the aggregate income of a specified group of individuals (e.g., males aged 45 to 54) by the number of individuals with income in that group.     The above concept and procedures also apply in the calculation of these statistics for earnings. "
"[5] For population with employment income. "
"[6] For population with employment income. "
"[7] For population with wages and salaries. "
"[8] For population with wages and salaries. "
"[9] Not applicable: Persons aged 15 years and over who have never worked for pay or in self-employment or who had last worked prior to January 1, 2010 only."
"[10] All occupations: Experienced population refers to persons who, during the week of Sunday, May 1 to Saturday, May 7, 2011, were employed and persons 15 years and over (unemployed or not in the labour force) who had last worked for pay or in self-employment in either 2010 or 2011."
"Source: Statistics Canada - 2011 National Household Survey. Catalogue Number 99-014-X2011042."
