"Employment Income Statistics in 2010 (7), Sex (3), Work Activity in 2010 (3), Highest Certificate, Diploma or Degree (6) and Occupation - National Occupational Classification (NOC) 2011 (693) for the Population Aged 15 Years and Over in Private Households of Canada, Provinces and Territories, 2011 National Household Survey"
"Geography = Canada [1]"
"Global non-response rate (GNR) [2] =  26.1 %"
"Sex (3) = Total - Sex"
"Work activity in 2010 (3) = Total - Work activity in 2010"
"Highest certificate, diploma or degree (6) = Total - Highest certificate, diploma or degree [3]"
"Occupation - National Occupational Classification (NOC) 2011 (693)","Total - Employment income statistics in 2010 [4]","  With employment income","    Median employment income [5]","    Average employment income [6]","  With wages and salaries","    Median wages and salaries [7]","    Average wages and salaries [8]", 
"          9432 Pulp mill machine operators",2775,2635,69891,66428,2620,69970,66637 
"          9433 Papermaking and finishing machine operators",3430,3330,54476,54826,3315,55190,54922 
"          9434 Other wood processing machine operators",5245,4910,38241,40873,4820,38647,41750 
"          9435 Paper converting machine operators",8420,7810,40954,41689,7740,41353,41867 
"          9436 Lumber graders and other wood processing inspectors and graders",4395,4175,38788,42090,4065,39738,42421 
"          9437 Woodworking machine operators",5840,5370,28672,29597,5050,29339,30200 
"        944 Machine operators and related workers in textile, fabric, fur and leather products processing and manufacturing",38860,34940,20104,21931,31820,20882,22871 
"          9441 Textile fibre and yarn, hide and pelt processing machine operators and workers",3415,3095,27098,28378,2965,27862,29112 
"          9442 Weavers, knitters and other fabric making occupations",4280,3860,25889,26229,3475,27458,28026 
"          9445 Fabric, fur and leather cutters",3300,2965,21909,23413,2805,23125,24228 
"          9446 Industrial sewing machine operators",23950,21470,18435,19185,19145,19161,19957 
"          9447 Inspectors and graders, textile, fabric, fur and leather products manufacturing",3920,3545,24021,27015,3435,24714,27405 
"        946 Machine operators and related workers in food, beverage and associated products processing",66565,61685,29963,31379,60560,30093,31652 
"          9461 Process control and machine operators, food, beverage and associated products processing",35235,32915,36229,37344,32280,36566,37790 
"          9462 Industrial butchers and meat cutters, poultry preparers and related workers",13755,12380,32365,31133,12105,32769,31521 
"          9463 Fish and seafood plant workers",12380,11520,10654,13978,11410,10455,13763 
"          9465 Testers and graders, food, beverage and associated products processing",5195,4865,29410,32866,4760,29978,33250 
"        947 Printing equipment operators and related occupations",33395,31495,31005,32584,30340,31590,33095 
"          9471 Plateless printing equipment operators",13750,13025,34983,35722,12435,35773,36480 
"          9472 Camera, platemaking and other prepress occupations",4790,4515,40794,41218,4395,42001,41935 
"          9473 Binding and finishing machine operators",8965,8440,27905,29053,8160,28850,29689 
"          9474 Photographic and film processors",5895,5515,18002,23511,5345,17722,23153 
"      95 Assemblers in manufacturing",215075,200720,33123,36503,195140,33644,37041 
"        952 Mechanical, electrical and electronics assemblers",121300,113785,38417,41411,112305,38792,41731 
"          9521 Aircraft assemblers and aircraft assembly inspectors",7335,6960,59497,55505,6900,59718,55777 
"          9522 Motor vehicle assemblers, inspectors and testers",67715,63435,44528,45769,62765,44845,46093 
"          9523 Electronics assemblers, fabricators, inspectors and testers",19330,18080,28532,29665,17855,28709,29866 
"          9524 Assemblers and inspectors, electrical appliance, apparatus and equipment manufacturing",12380,11570,31254,33022,11280,31451,33399 
"          9525 Assemblers, fabricators and inspectors, industrial electrical motors and transformers",3235,3070,36347,37213,3010,36643,37585 
"          9526 Mechanical assemblers and inspectors",8875,8345,35496,36616,8180,35693,36897 
"          9527 Machine operators and inspectors, electrical apparatus manufacturing",2430,2320,36851,36194,2310,36922,36166 
"        953 Other assembly and related occupations",93775,86935,28571,30079,82840,29178,30682 
"          9531 Boat assemblers and inspectors",2680,2460,26725,31043,2210,29177,32625 
"          9532 Furniture and fixture assemblers and inspectors",21445,19675,26426,26357,18525,26923,26846 
"          9533 Other wood products assemblers and inspectors",12230,11470,28342,29926,11065,28843,30316 
"          9534 Furniture finishers and refinishers",8830,8265,28004,29113,7345,29797,30688 
"          9535 Plastic products assemblers, finishers and inspectors",10330,9645,29299,30616,9515,30041,30922 
"          9536 Industrial painters, coaters and metal finishing process operators",15300,14295,36250,38249,13980,36489,38454 
"          9537 Other products assemblers, finishers and inspectors",22965,21120,26738,28121,20195,27157,28692 
"      96 Labourers in processing, manufacturing and utilities",236485,215965,23159,26534,212205,23447,26712 
"        961 Labourers in processing, manufacturing and utilities",236480,215965,23159,26534,212210,23447,26712 
"          9611 Labourers in mineral and metal processing",10055,9420,40900,42083,9245,41612,42508 
"          9612 Labourers in metal fabrication",11520,10620,29919,32161,10360,29996,32534 
"          9613 Labourers in chemical products processing and utilities",12020,11170,26364,31254,11010,26756,31486 
"          9614 Labourers in wood, pulp and paper processing",23615,22215,29609,33620,21880,29874,33824 
"          9615 Labourers in rubber and plastic products manufacturing",11445,10570,27528,29400,10460,27573,29562 
"          9616 Labourers in textile processing",2620,2335,24264,26350,2315,24982,26326 
"          9617 Labourers in food, beverage and associated products processing",74785,68355,24374,25686,67420,24578,25836 
"          9618 Labourers in fish and seafood processing",10080,9485,10297,12381,9370,10236,12304 
"          9619 Other labourers in processing, manufacturing and utilities",80335,71790,19996,22995,70155,20160,23158 
"Note"
"[1] Excludes National Household Survey data for one or more incompletely enumerated Indian reserves or Indian settlements."
"[2] For the 2011 National Household Survey (NHS) estimates, the global non-response rate (GNR) is used as an indicator of data quality. This indicator combines complete non-response (household) and partial non-response (question) into a single rate. The value of the GNR is presented to users. A smaller GNR indicates a lower risk of non-response bias and as a result, lower risk of inaccuracy. The threshold used for estimates' suppression is a GNR of 50% or more. For more information, please refer to the National Household Survey User Guide, 2011."
"[3] 'Highest certificate, diploma or degree' refers to the highest certificate, diploma or degree completed based on a hierarchy which is generally related to the amount of time spent 'in-class.' For postsecondary completers, a university education is considered to be a higher level of schooling than a college education, while a college education is considered to be a higher level of education than in the trades. Although some trades requirements may take as long or longer to complete than a given college or university program, the majority of time is spent in on-the-job paid training and less time is spent in the classroom.   For further definitions, refer to the National Household Survey Dictionary, Catalogue no. 99-000-X. For any comments on collection, dissemination or data quality for this variable, refer to the Education Reference Guide, National Household Survey, Catalogue no. 99-012-X2011006.   "
"[4] Earnings or employment income - Refers to total income received by persons aged 15 years and over during calendar year 2010 as wages and salaries, net income from a non-farm unincorporated business and/or professional practice, and/or net farm self-employment income.   Wages and salaries - Refers to gross wages and salaries before deductions for such items as income tax, pensions and Employment Insurance. Included in this source are military pay and allowances, tips, commissions and cash bonuses, benefits from wage-loss replacement plans or income-maintenance insurance plans, supplementary unemployment benefits from an employer or union as well as all types of casual earnings during calendar year 2010. Other employment income such as taxable benefits, research grants and royalties are included.    Net non-farm income from unincorporated business and/or professional practice - Refers to net income (gross receipts minus expenses of operation such as wages, rents and depreciation) received during calendar year 2010 from the respondent's non-farm unincorporated business or professional practice. In the case of partnerships, only the respondent's share was reported. Also included is net income from persons babysitting in their own homes, persons providing room and board to non-relatives, self-employed fishers, hunters and trappers, operators of direct distributorships such as those selling and delivering cosmetics, as well as freelance activities of artists, writers, music teachers, hairdressers, dressmakers, etc.    Net farm income - Refers to net income (gross receipts from farm sales minus depreciation and cost of operation) received during calendar year 2010 from the operation of a farm, either on the respondent's own account or in partnership. In the case of partnerships, only the respondent's share of income was reported. Included with gross receipts are cash advances received in 2010, dividends from cooperatives, rebates and farm-support payments to farmers from federal, provincial and regional agricultural programs (for example, milk subsidies and marketing board payments) and gross insurance proceeds  such as payments from the AgriInvest and AgriStability programs. The value of income 'in kind,' such as agricultural products produced and consumed on the farm, is excluded.    Median income of individuals - The median income of a specified group of income recipients is that amount which divides their income size distribution, ranked by size of income, into two halves, i.e.,  the incomes of the first half of individuals are below the median, while those of the second half are above the median. Median income is calculated from the unrounded number of individuals (e.g., males aged 45 to 54) with income in that group.   Average income of individuals - Average income of individuals refers to the weighted mean total income of individuals aged 15 years and over who reported income for 2010. Average income is calculated from unrounded data by dividing the aggregate income of a specified group of individuals (e.g., males aged 45 to 54) by the number of individuals with income in that group.     The above concept and procedures also apply in the calculation of these statistics for earnings. "
"[5] For population with employment income. "
"[6] For population with employment income. "
"[7] For population with wages and salaries. "
"[8] For population with wages and salaries. "
"[9] Not applicable: Persons aged 15 years and over who have never worked for pay or in self-employment or who had last worked prior to January 1, 2010 only."
"[10] All occupations: Experienced population refers to persons who, during the week of Sunday, May 1 to Saturday, May 7, 2011, were employed and persons 15 years and over (unemployed or not in the labour force) who had last worked for pay or in self-employment in either 2010 or 2011."
"Source: Statistics Canada - 2011 National Household Survey. Catalogue Number 99-014-X2011042."
